"term","frequency","presence","doc_size_sum","type"
"guarantee","16740",14711,"81969214","G"
"jinping","19691",14710,"69192995","N"
"defender","21276",14705,"65189704","N"
"virtual","23222",14698,"68274813","G"
"ray","21900",14695,"78049161","N"
"comparison","16632",14691,"78908793","N"
"valid","20692",14686,"54319728","G"
"anonymity","16669",14684,"74830559","N"
"everyday","19886",14683,"79233561","G"
"intervention","18900",14680,"77212444","N"
"laugh","17108",14674,"91362281","N"
"depression","23903",14671,"86383133","N"
"dramatically","16311",14667,"89250286","G"
"racial","22442",14658,"85949153","G"
"centres","20091",14657,"76109131","N"
"id","17417",14650,"55858871","G"
"winds","25773",14647,"59615300","N"
"raw","21989",14646,"77424827","G"
"incredibly","16297",14643,"79494036","G"
"photographs","18998",14637,"80710875","N"
"reads","16831",14633,"75073124","G"
"replied","16951",14631,"69522304","G"
"catholic","20891",14631,"75675355","G"
"followers","19209",14630,"65200650","N"
"craig","24373",14628,"73254638","N"
"narrow","16815",14627,"88766333","G"
"singapore","30759",14614,"60098906","PN"
"letting","15811",14599,"83094812","G"
"dealt","17433",14598,"75518458","G"
"explanation","16346",14593,"78032461","N"
"ancient","21522",14574,"79711037","G"
"generations","16955",14573,"92984409","N"
"succeed","16053",14562,"87096136","G"
"temperatures","28106",14557,"67101552","N"
"jean","20368",14556,"76150208","G"
"equivalent","15743",14551,"78140274","N"
"custom","17374",14545,"60927624","N"
"magic","18544",14541,"81320851","G"
"merely","15926",14540,"83893976","G"
"trophy","24275",14536,"66876580","N"
"sugar","27749",14534,"77361757","N"
"forest","28965",14533,"78170172","N"
"novel","23122",14519,"86450906","G"
"criticised","16168",14517,"60912719","G"
"household","18629",14507,"78132383","N"
"mystery","17653",14506,"85418364","N"
"virtually","15613",14499,"85496006","G"
"nation's","15881",14496,"86605662","NP"
"belt","19520",14493,"80473102","N"
"inaugural","21284",14489,"77004866","G"
"73","17785",14486,"70277766","G"
"enjoying","16112",14481,"72156286","G"
"blast","23678",14480,"62052971","N"
"21st","17141",14478,"73678901","G"
"listening","18282",14476,"89898882","G"
"halt","17356",14472,"73500012","G"
"tribute","18993",14469,"69940682","N"
"hotels","24181",14466,"80731626","N"
"brutal","16505",14465,"91445555","G"
"police officers","20844",14463,"75530693","NP"
"rebels","36650",14462,"64025391","N"
"streaming","24425",14460,"61011290","N"
"tamil","28435",14456,"43619087","N"
"papers","20716",14456,"76385844","N"
"appeals","22316",14453,"80142973","N"
"landmark","16117",14449,"89051166","PN"
"folks","16799",14441,"84952861","N"
"predecessor","15802",14438,"78627986","N"
"salary","26422",14429,"73001257","N"
"new jersey","30407",14429,"67708166","PN"
"ltd.","18320",14428,"47284200","PN"
"sarah","23051",14427,"79231186","N"
"tourist","19880",14417,"73810718","N"
"observed","17061",14416,"68096668","G"
"highlighted","15482",14416,"65746739","G"
"northwest","19083",14414,"82501144","G"
"innocent","18116",14412,"79809306","G"
"deny","16190",14405,"76421307","G"
"rob","25698",14399,"80506533","N"
"reverse","17641",14399,"82042256","G"
"guns","22656",14381,"84003309","N"
"venue","19690",14381,"68780246","N"
"las vegas","32753",14379,"68590758","PN"
"treasury","20930",14375,"69351693","N"
"shake","17781",14375,"84155743","G"
"securities","22703",14371,"57804866","PN"
"smartphones","24000",14367,"60782083","N"
"starring","22533",14364,"67767588","G"
"arabia","34043",14363,"61584037","N"
"swing","17034",14362,"85749148","N"
"mining","23686",14358,"74535292","N"
"cents","27923",14354,"58164244","N"
"crack","17940",14346,"89782166","G"
"illegally","20661",14344,"80699143","G"
"henry","22010",14343,"79056035","N"
"galaxy","34847",14338,"59103147","PN"
"fitness","21914",14335,"71030390","N"
"billions","16222",14332,"78755914","N"
"moon","30657",14330,"73203044","G"
"arguing","15847",14330,"78211098","G"
"disabled","22037",14307,"69186919","G"
"chicken","28310",14304,"94221050","N"
"outlets","19089",14302,"69575284","N"
"bengaluru","22457",14292,"41711834","PN"
"overcome","15674",14292,"75324278","G"
"posed","16326",14292,"70513337","G"
"anderson","27525",14290,"93369635","N"
"spin","19076",14288,"78495802","G"
"ignored","15768",14280,"88685150","G"
"titles","20308",14277,"66492222","N"
"pattern","17309",14276,"79308869","N"
"shah","26747",14269,"49371685","N"
"timing","16087",14268,"74631452","G"
"enormous","15653",14262,"86707603","G"
"transactions","25965",14262,"63174455","N"
"consideration","15949",14259,"68984947","N"
"teenage","18070",14258,"94421272","G"
"impose","16046",14242,"73756190","G"
"taxpayer","16490",14240,"86909605","N"
"prefer","15901",14226,"76725271","G"
"opera","19118",14221,"79528221","N"
"teaching","18549",14219,"88075120","N"
"transform","15255",14218,"78035150","G"
"celebrities","19479",14211,"63232368","N"
"strip","19399",14210,"90448518","N"
"correspondent","18815",14206,"61980494","N"
"mutual","19590",14205,"65571124","G"
"provisions","20012",14204,"65485759","N"
"enemy","18098",14201,"90007580","N"
"buried","18600",14196,"77084394","G"
"bruce","20774",14196,"83045189","N"
"billionaire","17291",14194,"75303533","N"
"scotland","34751",14191,"61101244","PN"
"family members","16944",14190,"70001025","NP"
"llc","16510",14190,"47351498","N"
"tea","21832",14188,"86474456","N"
"900","19081",14184,"67128699","G"
"chip","21698",14182,"81859805","N"
"wore","18388",14177,"76600269","G"
"meal","20585",14172,"78898669","N"
"ideal","15887",14168,"79857010","G"
"cameron","22615",14164,"82842794","N"
"map","21682",14162,"78389669","N"
"pays","15689",14157,"77751916","G"
"crowds","19188",14157,"84221275","N"
"electronics","19531",14152,"59907044","N"
"monetary","18966",14150,"61396116","N"
"rod","17318",14149,"71282119","G"
"efficient","16760",14146,"72714408","G"
"titled","15964",14145,"62714579","G"
"consumption","22275",14136,"63780319","N"
"gmt","22813",14135,"38415599","PN"
"connections","17407",14135,"84398699","N"
"tracking","16627",14134,"73340547","G"
"chamber","19193",14133,"73966154","N"
"cheaper","17224",14131,"76227420","G"
"daily star","15767",14131,"15551230","PN"
"spotlight","16193",14128,"73990936","N"
"tank","18947",14111,"75696643","N"
"commenting","14490",14110,"37788913","G"
"aviation","25455",14096,"62947489","N"
"recall","18912",14090,"76980933","N"
"towns","19392",14082,"74557808","N"
"conspiracy","20834",14072,"68261693","N"
"forgotten","16431",14069,"82866869","G"
"campaigns","17754",14067,"75328251","N"
"priorities","17136",14058,"78313961","N"
"mistakes","16995",14056,"81395565","N"
"raises","15981",14055,"81387876","G"
"wanting","15502",14055,"83323885","G"
"plate","21416",14054,"79936933","N"
"state government","19204",14052,"70297392","NP"
"operator","18430",14052,"76220668","N"
"formula","20083",14038,"81060849","N"
"administrative","17192",14036,"73006651","G"
"opener","18401",14035,"63859910","N"
"ian","18598",14025,"68033298","N"
"poses","17966",14025,"77898563","G"
"traveling","16600",14011,"72952111","G"
"dubbed","15527",14009,"67599032","G"
"sept.","26454",13997,"78907216","N"
"revolution","19605",13996,"81001157","N"
"economist","18632",13994,"75817865","N"
"accepting","16222",13986,"73801336","G"
"surrounded","15623",13976,"84561791","G"
"tall","16716",13976,"80023841","G"
"consistently","16992",13967,"78285198","G"
"stops","16313",13960,"85381238","G"
"governance","19462",13950,"68640141","N"
"proven","15309",13946,"75236632","G"
"collaboration","17865",13939,"67334996","N"
"visible","16517",13934,"76120128","G"
"collapsed","18175",13929,"78945785","G"
"ownership","19004",13923,"78528508","N"
"georgia","33323",13922,"73646997","PN"
"agreements","19081",13918,"68550150","N"
"islands","29850",13908,"72199182","N"
"playoff","40953",13908,"72303493","N"
"racing","19825",13896,"78372219","N"
"loose","16691",13887,"86111086","G"
"volunteers","23674",13873,"80714829","N"
"minnesota","31024",13865,"69423350","PN"
"duties","17011",13850,"73485709","N"
"contain","15890",13850,"69046692","G"
"88","16782",13847,"68224396","G"
"conviction","20610",13845,"78464078","N"
"bollywood","20109",13843,"37338536","PN"
"sections","16948",13839,"56181780","N"
"providers","25288",13835,"67744284","N"
"universities","23985",13833,"74835936","N"
"arrests","19062",13817,"68261439","N"
"risen","15385",13810,"69202615","G"
"midnight","17097",13808,"67728928","N"
"76","17094",13808,"70176217","G"
"roof","22062",13801,"72090570","N"
"christopher","18713",13790,"75220268","N"
"brazil","39847",13789,"59088821","PN"
"turkish","37610",13788,"61415093","G"
"benchmark","16334",13786,"54100938","G"
"chambers","16335",13776,"70697479","N"
"renewed","15412",13773,"70810870","G"
"tony abbott","20451",13770,"82170894","PN"
"margin","18079",13762,"64765811","N"
"1970s","15237",13762,"90611122","N"
"knocked","15661",13760,"73843654","G"
"departments","19473",13757,"69014449","N"
"recognize","15973",13755,"81153001","G"
"1998","16845",13749,"74916993","G"
"capabilities","17137",13739,"63465841","N"
"sustainable","17314",13737,"69154972","G"
"odd","15316",13737,"80995097","G"
"appreciate","14864",13732,"80943478","G"
"breakfast","20138",13732,"81881857","N"
"92","18961",13721,"68029395","G"
"bell","22096",13717,"76947362","N"
"impressed","15085",13709,"70341113","G"
"enterprise","19646",13705,"77320954","N"
"developers","25019",13704,"73197202","N"
"deserve","15839",13703,"78798813","G"
"ukraine","42794",13703,"63239878","PN"
"photographer","18136",13700,"72116017","PN"
"trillion","22950",13685,"63574674","G"
"equipped","15197",13678,"63320596","G"
"loud","15784",13672,"78964811","G"
"concrete","16495",13671,"73756069","G"
"honour","16291",13669,"61024433","N"
"diagnosed","18117",13669,"89214760","G"
"terminal","18061",13667,"65671000","N"
"restore","15720",13666,"71236684","G"
"smile","15471",13664,"80002569","G"
"exact","14845",13657,"69715431","G"
"studying","15618",13657,"79415085","G"
"pence","25497",13654,"77356093","N"
"municipal","19661",13649,"56407631","N"
"org","20897",13643,"68008560","G"
"loving","17404",13636,"72847023","G"
"closest","15004",13636,"74500775","G"
"achievement","15937",13636,"76419847","N"
"longest","15609",13623,"79014646","G"
"subscriber","21179",13614,"105956462","N"
"pink","17817",13610,"72184992","PN"
"pocket","15870",13609,"81259645","N"
"friendship","16822",13607,"72355113","N"
"angela","17772",13599,"75787967","N"
"deeper","15188",13597,"77590682","G"
"annually","15487",13596,"67490465","G"
"plastic","18277",13593,"72659272","G"
"batting","31206",13580,"67362708","N"
"developments","15779",13578,"68917782","N"
"jon","22658",13575,"82276301","N"
"wages","22849",13567,"75886947","N"
"feared","15562",13566,"80498401","G"
"checks","18311",13561,"84132679","N"
"contained","15545",13558,"71476434","G"
"artificial","17706",13558,"66132479","G"
"jimmy","19747",13550,"79314853","N"
"78","17011",13543,"66579552","G"
"sweeping","15105",13525,"72790775","G"
"circuit","19984",13523,"68718623","PN"
"patrol","20811",13521,"67464464","N"
"cinema","22424",13519,"59890943","N"
"sponsored","16650",13517,"65461818","G"
"journalism","22869",13505,"62884376","N"
"entitled","19637",13501,"69350682","G"
"devastating","15072",13494,"73211804","G"
"ordinary","15856",13493,"79593006","G"
"gen","21636",13474,"76340221","G"
"19th","15508",13473,"69200858","G"
"fundamental","15664",13471,"77489068","G"
"gate","20332",13470,"71407159","G"
"km","21722",13463,"46918417","G"
"striker","20498",13463,"39691368","N"
"compromise","16300",13461,"71389010","N"
"proceedings","17088",13458,"61966205","N"
"exposure","19289",13452,"73881423","N"
"punjab","36493",13451,"41953927","PN"
"shore","18781",13444,"67980001","G"
"agreeing","14045",13442,"56892796","G"
"mandate","17657",13439,"70894326","N"
"xi jinping","20130",13438,"64454003","NP"
"saudi arabia","36153",13434,"57192179","PN"
"repeat","15297",13432,"73962299","N"
"carries","16006",13426,"76496334","G"
"robust","14934",13424,"68797610","G"
"publishing","15995",13421,"56831651","N"
"sentences","17154",13416,"57019096","N"
"lok","22756",13413,"42134135","N"
"mood","15411",13413,"71901838","N"
"priced","17613",13412,"56410125","G"
"purchased","16276",13411,"66146472","G"
"83","16094",13409,"68841870","G"
"brisbane","19664",13407,"67951820","PN"
"publication","16538",13406,"59694463","N"
"arrives","19675",13401,"77981568","G"
"influential","14795",13399,"84198274","G"
"requirement","16287",13398,"64600666","N"
"flash","18891",13393,"62290128","PN"
"scared","15928",13389,"82914100","G"
"hosting","15909",13387,"66042407","G"
"frequent","14741",13384,"75325209","G"
"phil","18656",13384,"66080914","N"
"discover","15421",13377,"73908001","N"
"manchester city","20616",13376,"37862074","PN"
"yadav","31768",13375,"45512075","PN"
"inspiration","15946",13365,"63048940","N"
"rear","18169",13365,"57284237","G"
"involves","14525",13364,"70860931","G"
"preliminary","16822",13362,"60632471","G"
"employed","15588",13362,"75376959","G"
"sentiment","15996",13360,"66203571","N"
"attractive","15770",13351,"67578110","G"
"organisations","18201",13349,"60570054","N"
"82","17813",13341,"66094574","G"
"educational","16706",13336,"68430052","G"
"maintaining","14362",13330,"67317656","G"
"feelings","15842",13329,"73131817","N"
"okay","15119",13322,"53644947","G"
"negotiating","15120",13319,"68269150","N"
"violations","19489",13318,"64155514","N"
"conducting","14549",13308,"62455388","G"
"charlie","21071",13306,"70611309","N"
"tale","18512",13303,"76592020","N"
"boyfriend","20341",13300,"57755372","N"
"rises","15133",13296,"82601190","G"
"limitation","13871",13272,"18092547","N"
"1960s","15497",13271,"78186251","G"
"praise","14679",13268,"69161583","N"
"refusing","14533",13266,"73904370","G"
"shed","15194",13258,"65704823","G"
"us president","14728",13247,"59892809","NP"
"soul","15787",13236,"78592645","N"
"homeland","20920",13234,"73892155","N"
"indicate","14547",13224,"67705998","G"
"joke","16972",13223,"75173375","N"
"meat","29352",13217,"66884357","N"
"hub","17823",13217,"72304008","N"
"export","19305",13216,"60057034","N"
"santa","23636",13212,"73663820","N"
"describes","15342",13210,"76699558","G"
"legally","15232",13208,"74491109","G"
"passionate","14058",13205,"57810693","G"
"troubled","14454",13204,"75603627","G"
"detention","23684",13204,"65898650","N"
"parks","21817",13204,"82291261","N"
"dragged","16038",13165,"74313743","G"
"veterans","23259",13161,"81764604","N"
"nights","16630",13157,"78101108","N"
"roy","21692",13156,"63089354","PN"
"procedures","16410",13134,"65780367","N"
"destruction","17080",13134,"74802312","N"
"realized","14690",13134,"82668263","G"
"shoes","19228",13132,"71999255","N"
"voices","15943",13123,"75571953","N"
"clothing","17855",13120,"68561012","N"
"provider","17035",13117,"57245075","N"
"modest","14708",13108,"77316472","G"
"empire","17917",13104,"87084829","N"
"defined","14999",13104,"75751576","G"
"roots","15639",13102,"76796422","N"
"accusing","14359",13102,"63622395","G"
"warren","26596",13099,"71922818","N"
"1996","16388",13097,"73026601","G"
"lessons","15826",13096,"77949268","N"
"kashmir","46483",13095,"39653616","N"
"slipped","14798",13080,"60207270","G"
"automatically","15504",13077,"59848867","G"
"civilian","19250",13077,"65795761","G"
"trick","15194",13074,"64693835","N"
"mall","25652",13074,"69120640","N"
"singing","17511",13073,"70867772","N"
"francis","28344",13071,"61134081","PN"
"chancellor","18243",13069,"61729122","N"
"rick","20599",13064,"75054075","PN"
"finishing","14782",13064,"63065996","G"
"topics","14870",13062,"58702707","N"
"beloved","15239",13046,"78430360","G"
"hence","15099",13045,"61335400","G"
"waves","18714",13044,"74517773","N"
"hearts","15699",13041,"69254467","N"
"oldest","16199",13035,"72668846","G"
"southwest","19297",13034,"64752945","N"
"disney","25557",13030,"65479211","PN"
"struggles","14070",13030,"76493776","N"
"manufacturers","18225",13026,"61166265","N"
"disclaimer","13228",13024,"19299345","N"
"burning","16621",13022,"67941303","N"
"yards","27640",13022,"70004415","N"
"stopping","14162",13016,"74421559","G"
"grave","16287",12987,"72498264","G"
"founding","14610",12985,"73095665","N"
"blues","23138",12983,"63975415","N"
"russell","25943",12976,"73055886","G"
"embassy","23493",12974,"60232093","N"
"moral","16638",12971,"78220894","G"
"rated","16453",12966,"58465740","G"
"designs","18452",12961,"51653164","G"
"sir","21473",12959,"58282862","G"
"petition","23020",12957,"54661325","N"
"flood","20754",12955,"70414078","N"
"gandhi","26272",12954,"45866326","N"
"convince","14033",12953,"74451825","G"
"railway","29594",12950,"57216079","N"
"critic","15673",12950,"70590441","N"
"parade","28959",12948,"70864855","N"
"collective","15229",12947,"75008805","G"
"rachel","18564",12938,"71189981","PN"
"credits","26686",12938,"74700410","N"
"shadow","16954",12938,"74571244","N"
"fi","20706",12930,"59769995","G"
"specialist","15190",12913,"65037456","N"
"judicial","17794",12910,"58397960","G"
"explosion","22548",12903,"58389372","N"
"channels","18775",12903,"58112224","N"
"gardens","19551",12892,"102383530","N"
"perfectly","14286",12890,"73971269","G"
"reflects","14154",12875,"70287185","G"
"discussing","13786",12872,"65818792","G"
"decent","15172",12865,"71093365","G"
"tragic","14619",12861,"76601754","G"
"participating","14954",12853,"60299553","G"
"replacing","14657",12853,"67521074","G"
"aussie","17685",12852,"92441047","PN"
"hopeful","14114",12849,"65312403","G"
"co-founder","15433",12847,"65091858","N"
"dining","19997",12842,"72201463","N"
"strict","14466",12840,"65610282","G"
"clip","17053",12836,"47938778","N"
"menu","23398",12836,"62836701","N"
"stepping","15948",12833,"67482307","G"
"eliminate","15269",12832,"71625750","G"
"counsel","17520",12826,"62586146","N"
"punishment","17661",12825,"62370534","N"
"earning","15010",12817,"67810101","G"
"machines","21974",12815,"62874224","N"
"bunch","14435",12812,"74956612","N"
"thin","15014",12806,"71623164","G"
"shanghai","25508",12802,"40778950","PN"
"chapter","19053",12802,"69332233","N"
"insists","14101",12796,"68847878","G"
"tags","13817",12793,"38900867","N"
"shareholders","22609",12775,"57513409","N"
"horse","22963",12774,"68203929","N"
"funeral","20579",12772,"66917011","N"
"browsing","13386",12771,"72597946","G"
"twin","16818",12765,"65820115","G"
"consensus","16116",12764,"68756707","N"
"thu","14369",12761,"36078924","PN"
"jennifer","19007",12754,"70988979","N"
"attached","14548",12753,"62631434","G"
"deemed","13890",12752,"70776219","G"
"regulators","18492",12752,"62624684","N"
"tremendous","13946",12749,"69622319","G"
"crystal","18738",12743,"70489873","N"
"donations","19852",12740,"68819134","N"
"mitchell","20947",12739,"75571440","PN"
"legislature","23059",12733,"61477192","N"
"transparency","17062",12733,"67786762","N"
"drives","19031",12728,"88152369","G"
"hong kong","32603",12727,"51977457","PN"
"substitute","13523",12724,"49367363","N"
"lincoln","24884",12723,"65555664","PN"
"teammates","17870",12722,"74330457","N"
"icon","19307",12722,"54358354","N"
"nominated","17898",12715,"64155997","G"
"lineup","18075",12712,"60742564","N"
"cops","20938",12710,"58894005","N"
"rough","14930",12704,"71724918","G"
"franklin","17748",12704,"78832444","N"
"graham","20618",12701,"81681290","N"
"84","15564",12701,"63433115","G"
"bet","15442",12694,"71468442","N"
"eager","13652",12686,"74295013","G"
"palestinian","30690",12682,"59844298","G"
"tenure","14840",12668,"65626096","N"
"grey","19435",12667,"68012682","G"
"charging","16828",12665,"61619535","G"
"chiefs","19056",12664,"67063344","N"
"removal","16432",12662,"61496568","N"
"silent","14791",12658,"77597494","G"
"omission","12825",12648,"20406265","N"
"verdict","21518",12646,"55597975","N"
"embrace","14250",12644,"76487239","G"
"framework","19446",12621,"60820525","N"
"militant","17465",12620,"55328156","G"
"ninth","16770",12619,"62106399","G"
"microsoft","49031",12616,"50588404","PN"
"physically","14068",12607,"67410135","G"
"unfair","14715",12603,"65883920","G"
"prosecution","18908",12602,"61872296","N"
"guidance","16110",12597,"64009648","N"
"operated","14322",12592,"64986948","G"
"tag","16554",12590,"66067946","N"
"symbol","19753",12588,"62593435","N"
"scientist","17039",12586,"67427971","N"
"solo","20427",12583,"79418472","N"
"dying","15205",12582,"75792067","G"
"depends","13728",12574,"74570534","G"
"pledge","15822",12573,"65628867","N"
"briefly","13086",12571,"70331248","N"
"consultant","14794",12571,"70832862","N"
"repair","15720",12569,"62757946","G"
"arguments","16554",12564,"70736837","N"
"economics","14905",12559,"67820205","N"
"disappointing","14129",12556,"59154385","G"
"maintenance","17002",12550,"64729815","N"
"streak","16104",12548,"59657996","N"
"nba","61180",12548,"65183183","PN"
"kate","27404",12546,"70471584","N"
"fc","23635",12543,"39823328","G"
"drinks","19213",12543,"70281183","G"
"motivated","14271",12542,"71250150","G"
"sheet","16846",12541,"63386060","N"
"audiences","16354",12539,"63914750","N"
"consent","17556",12538,"59423375","N"
"processing","15853",12533,"55504427","N"
"oct","24118",12527,"71919519","G"
"secondary","17379",12515,"70876443","G"
"trailer","22874",12515,"58655836","N"
"pictured","17613",12509,"60266316","G"
"publish","18661",12509,"54750416","G"
"egypt","43852",12500,"58720879","PN"
"existence","14188",12491,"75492741","N"
"suggestions","14623",12488,"59616966","N"
"79","15018",12483,"59376046","G"
"mrs","29278",12481,"54651776","G"
"aap","27377",12476,"37991097","PN"
"battling","13897",12471,"63277650","G"
"guardian","17821",12471,"59183194","N"
"occasions","13484",12465,"64627179","N"
"atlantic","17672",12464,"68173977","N"
"prevention","15369",12463,"56601075","N"
"destroy","14319",12462,"71157371","G"
"classified","19547",12458,"64957439","G"
"revenues","19161",12458,"57394139","N"
"climate change","25782",12455,"68579760","NP"
"massachusetts","21600",12447,"63871600","PN"
"dancing","16144",12446,"65744812","G"
"diversity","19171",12444,"75172260","N"
"associates","17809",12443,"66103281","N"
"involve","13409",12442,"65919739","G"
"nov.","22084",12433,"75474461","PN"
"doubled","13661",12426,"66103872","G"
"rent","18261",12426,"71180156","G"
"gulf","19053",12424,"60965427","N"
"allen","22027",12422,"75616942","N"
"jailed","17072",12416,"66772716","G"
"booked","15408",12415,"51511160","G"
"fort","29005",12413,"65906250","N"
"shorten","14412",12413,"75071502","G"
"entrance","16982",12411,"68085361","N"
"revealing","13542",12410,"61518989","G"
"swept","14891",12406,"71807909","G"
"contributions","17267",12401,"65976356","N"
"recognized","14326",12400,"73701178","G"
"divorce","21547",12396,"57553126","N"
"oppose","14723",12394,"71022398","G"
"suspension","17885",12394,"54734555","N"
"bitter","13550",12388,"67984914","G"
"realise","14144",12386,"62447325","G"
"disqus","12829",12385,"10209156","PN"
"subsequent","13173",12380,"66692997","G"
"tougher","13565",12377,"73503649","G"
"daughters","17866",12377,"68412226","N"
"visa","27218",12372,"63712327","N"
"cruise","25085",12368,"71329877","N"
"saint","18041",12358,"63796316","N"
"thousand","14212",12353,"71254346","N"
"recipe","22028",12352,"72999437","N"
"rice","24767",12351,"68305058","N"
"87","15895",12350,"61806319","G"
"theater","23202",12349,"71700800","N"
"creates","14008",12347,"69712831","G"
"craft","17444",12339,"68460803","N"
"australia's","14769",12338,"79817241","NP"
"adventure","19346",12336,"70711062","N"
"passage","15161",12335,"67155404","N"
"ignore","13395",12332,"70971257","G"
"resignation","17864",12332,"59262760","N"
"dawn","17223",12331,"67066700","N"
"retailers","19783",12330,"64212756","N"
"110","16523",12326,"58815543","G"
"optimistic","13954",12324,"67203209","G"
"suspicion","14685",12324,"55452874","N"
"conflicts","16737",12320,"71914704","N"
"preview","15520",12318,"45520502","N"
"tap","15530",12318,"65884230","G"
"watchdog","14550",12312,"65002668","N"
"unbeaten","15136",12311,"47407971","N"
"height","14804",12310,"67649639","N"
"fruit","18149",12310,"76178324","N"
"negotiate","14324",12309,"64838143","G"
"retain","13753",12308,"61455572","G"
"boards","16918",12305,"68634489","N"
"camps","18499",12291,"66453194","N"
"hike","17785",12290,"58348526","G"
"sufficient","13600",12290,"64621683","G"
"paint","18794",12286,"63121402","N"
"transferred","14568",12279,"62329839","G"
"skill","15541",12278,"69436384","N"
"removing","13834",12277,"62224006","G"
"sharply","13498",12261,"64964574","G"
"reader","14714",12257,"54502713","G"
"bombing","20072",12254,"58009229","N"
"dean","18127",12253,"70430132","N"
"tired","14049",12252,"76673948","G"
"curb","13818",12252,"57343884","G"
"offense","20591",12251,"70833074","N"
"swimming","17022",12246,"71686254","N"
"ceiling","26672",12241,"54700667","N"
"telephone","14135",12236,"64667761","N"
"occur","13820",12226,"64286563","G"
"urgent","13789",12224,"73239996","G"
"shaped","14100",12223,"83139821","G"
"checked","14544",12217,"66521537","G"
"backs","14890",12212,"74108082","N"
"subscription","26752",12212,"37717836","N"
"tillerson","31157",12207,"63297631","N"
"worries","13183",12202,"68596682","N"
"opposing","13667",12199,"67335461","G"
"explaining","12838",12197,"67562864","G"
"narrative","15007",12194,"75752410","N"
"harsh","13471",12177,"67101341","G"
"iranian","24826",12177,"55707520","G"
"revised","16479",12175,"56485041","G"
"testimony","19094",12170,"64714653","N"
"chief minister","19174",12169,"35745347","PN"
"wishes","13598",12161,"59220125","G"
"temple","25406",12161,"55402713","N"
"bombs","18238",12159,"65265350","N"
"deciding","13224",12155,"71106842","G"
"adelaide","16957",12155,"72835061","PN"
"carbon","21184",12151,"62609877","G"
"youngest","15094",12149,"67040902","G"
"stating","13295",12147,"51017710","G"
"interviewed","14499",12140,"75054827","G"
"method","16460",12139,"67027898","N"
"bilateral","18083",12133,"46878692","G"
"350","15398",12133,"63496926","G"
"soil","17951",12128,"68857325","N"
"studied","13401",12124,"69831510","G"
"projected","15424",12123,"60750049","G"
"output","20391",12119,"50195039","N"
"neighbors","16385",12111,"70525365","N"
"improvements","14429",12109,"62749362","N"
"blind","15414",12109,"68715188","G"
"acted","13476",12093,"61651714","G"
"1997","15209",12091,"66436617","G"
"holdings","17062",12089,"53341866","N"
"cats","18334",12089,"90703680","N"
"permitted","13324",12081,"56422298","G"
"northeast","15644",12081,"54643225","PN"
"aspect","13699",12080,"70149276","N"
"warming","17555",12076,"70408126","N"
"underground","15392",12076,"74152775","N"
"rid","14624",12075,"67440641","G"
"contributing","12828",12074,"62558175","G"
"wise","13913",12065,"73948249","G"
"principles","14944",12063,"74597551","N"
"secrets","17700",12059,"67014653","N"
"suburbs","18006",12056,"104595973","N"
"tally","13027",12051,"54840174","N"
"outdoor","16858",12050,"59712689","G"
"pricing","16602",12044,"55788330","N"
"tension","13891",12037,"63248306","N"
"spell","15709",12031,"62740797","G"
"96","24836",12028,"61159477","G"
"brussels","25833",12027,"53625004","PN"
"outfit","14767",12026,"50206763","G"
"wealthy","14736",12019,"71960486","G"
"bowling","27969",12019,"57811965","N"
"bonds","25302",12017,"60598034","N"
"shortage","15489",12011,"60065507","N"
"versus","14271",12009,"65302939","N"
"hyderabad","22702",12006,"33895544","N"
"evil","14346",12003,"70349041","N"
"releasing","13585",11998,"53414159","G"
"leaked","16386",11993,"55158260","G"
"sexually","16672",11991,"61536744","G"
"provision","16354",11990,"60036170","N"
"knife","17837",11989,"63329365","N"
"milk","25822",11987,"69736303","N"
"innovative","14244",11982,"57100760","G"
"explosive","13646",11980,"57148163","G"
"midfielder","18321",11974,"45672266","N"
"philip","23105",11972,"62041632","N"
"recovering","13153",11970,"58035617","G"
"indication","12724",11968,"60653630","N"
"diet","22630",11966,"57651445","N"
"facebook page","13119",11965,"48615636","NP"
"lending","18251",11948,"60932887","G"
"kane","18807",11947,"50221344","N"
"terry","17731",11941,"85246619","N"
"skipper","16668",11940,"46835315","N"
"colour","17294",11931,"55585107","N"
"interest rates","17156",11928,"60131828","NP"
"reflected","12892",11927,"65920843","G"
"islamist","16388",11926,"57466995","G"
"contemporary","14770",11922,"67775352","G"
"handled","13113",11921,"63188126","G"
"murdered","15108",11920,"69842968","G"
"operational","14636",11918,"51318409","G"
"admit","13353",11916,"70376150","G"
"naturally","12986",11916,"65159925","G"
"immigrant","19271",11914,"74060416","G"
"preparation","13986",11913,"61306235","N"
"89","16113",11909,"56300791","G"
"temperature","20575",11908,"56869854","N"
"unity","15927",11907,"62362488","N"
"availability","13571",11896,"50073700","N"
"princess","18269",11895,"56928226","PN"
"reply","13993",11893,"48601683","G"
"christine","14465",11891,"59476581","N"
"belongs","12562",11891,"49513443","G"
"categories","15596",11890,"55853460","N"
"quest","13177",11886,"67774474","N"
"operates","13317",11884,"57309447","G"
"warner","21822",11882,"56191823","N"
"superstar","14321",11881,"54848749","N"
"qualified","14586",11874,"61654149","G"
"rescued","17424",11871,"54439584","G"
"metropolitan","15380",11869,"56892716","N"
"maharashtra","23066",11862,"38331244","PN"
"equality","17428",11860,"65065754","N"
"backdrop","12509",11853,"57066144","N"
"answered","13099",11851,"67123025","G"
